dataset,model_id,parameter,mean,sd,q025,q50,q975
merged,MERGED-Isite-L1S0-LN,beta_inc[1],0.42792806459538,0.12983830922286899,0.171602125556569,0.429322189165307,0.684012841324835
merged,MERGED-Isite-L1S0-LN,beta_inc[2],0.890984312458864,0.173188894030301,0.556730104286702,0.89187734591888,1.23764279500978
merged,MERGED-Isite-L1S0-LN,beta_inc[3],0.603033361826057,0.190819966855961,0.230076613213239,0.605090839147357,0.974229287774598
merged,MERGED-Isite-L1S0-LN,beta_inc[4],0.3977234877718,0.284562150851231,-0.186922644429612,0.399088609759703,0.940101860608278
merged,MERGED-Isite-L1S0-LN,beta_inc[5],0.0762502355872154,0.305280362756183,-0.532935889330404,0.0762509362244221,0.670045929417784
merged,MERGED-Isite-L1S0-LN,beta_inc[6],-0.0519756235996164,0.481662831038221,-0.997327820643449,-0.0460150704464468,0.903920437272916
merged,MERGED-Isite-L1S0-LN,delta0,10.4181072118472,1.1307960806263,8.66824205154519,10.2551230001209,13.0693909466451
merged,MERGED-Isite-L1S0-LN,gamma0,2.37879061832256,0.776735871196741,0.73892050246793,2.45839876210194,3.74030246703508
merged,MERGED-Isite-L1S0-LN,gamma_lat[1],-0.0952693538779152,0.545097874745286,-1.18343969125722,-0.0919050608236606,0.972254242120602
merged,MERGED-Isite-L1S0-LN,gamma_lat[2],0.630875516242206,0.493071670704774,-0.29870110745109,0.61614056555134,1.64485758659364
merged,MERGED-Isite-L1S0-LN,gamma_lat[3],-0.280234407723299,0.652692981416251,-1.52865582365973,-0.281336714163905,1.01479692201849
merged,MERGED-Isite-L1S0-LN,log_sigma_LN,0.957672363641114,0.132412524949472,0.694850204367782,0.956982307163272,1.21590770939013
merged,MERGED-Isite-L1S0-W,beta_inc[1],0.434079747521664,0.127810643530778,0.185205328512398,0.43698372907268,0.684394102458501
merged,MERGED-Isite-L1S0-W,beta_inc[2],0.872548952607426,0.180780627061559,0.518596990655751,0.869648190145143,1.23059502210652
merged,MERGED-Isite-L1S0-W,beta_inc[3],0.601459876821266,0.191341387323489,0.235783092031072,0.59977768952172,0.970832387418283
merged,MERGED-Isite-L1S0-W,beta_inc[4],0.375372817148729,0.289960013647944,-0.184732225021745,0.371590134906987,0.942818036850199
merged,MERGED-Isite-L1S0-W,beta_inc[5],0.0765925042836024,0.299785848901839,-0.507307829001805,0.0746833451562983,0.665469263450112
merged,MERGED-Isite-L1S0-W,beta_inc[6],-0.113709033893215,0.494703707318347,-1.07276438282175,-0.123524316914172,0.868807674318036
merged,MERGED-Isite-L1S0-W,delta0,10.2923171664314,1.24537126415391,8.43183714956844,10.1024416419382,13.3135505085836
merged,MERGED-Isite-L1S0-W,gamma0,1.96621482588852,0.751883027329885,0.38728788310839,2.04670905429236,3.29611262176087
merged,MERGED-Isite-L1S0-W,gamma_lat[1],-0.181610241745464,0.514119784155294,-1.13959010122939,-0.195289533419576,0.868923465522769
merged,MERGED-Isite-L1S0-W,gamma_lat[2],0.56855043273619,0.484073883355024,-0.389480199242506,0.561514349314151,1.57334256026444
merged,MERGED-Isite-L1S0-W,gamma_lat[3],-0.291530035102659,0.630104842475801,-1.54364821151249,-0.297111646702724,0.944771122571236
merged,MERGED-Isite-L1S0-W,rho_W,-0.41281086036567,0.129491423175646,-0.669850345469923,-0.409717793640039,-0.156012333485465
merged,MERGED-Isite-L1S1-E,beta_inc[1],0.423490942409078,0.132649254443357,0.16000057533365,0.42271531315166,0.687061218200614
merged,MERGED-Isite-L1S1-E,beta_inc[2],0.830740329606741,0.170282155867086,0.507391217623191,0.830699377151836,1.17579955975847
