dataset,model_id,parameter,mean,sd,rhat,ess_bulk,ess_tail
merged,MERGED-L1S0-W,delta0,10.1695234932441,1.17232316611148,1.00155302656319,2067.53394452285,2345.03778243757
merged,MERGED-L1S0-W,gamma0,1.99590172690546,0.697733201708199,1.00310542743604,1923.05396944239,2528.65129174004
merged,MERGED-L1S0-W,gamma_lat[1],-0.1840250683428,0.525205420529788,1.00146569111162,3070.49853035329,2587.32806835295
merged,MERGED-L1S0-W,gamma_lat[2],0.577343957269692,0.460333154316287,1.00156870539016,2934.74802235181,2804.78080791404
merged,MERGED-L1S0-W,gamma_lat[3],-0.276758665503856,0.640842182733425,1.00012508907865,3277.4292504824,2945.32440916014
merged,MERGED-L1S0-W,rho_W,-0.422914435547885,0.130748025093574,1.00040406425068,3238.84031260614,2857.51443419636
merged,MERGED-L1S1-E,beta_inc[1],0.425581564819835,0.129735582539596,1.00108748140636,5406.14146182347,2988.00861863287
merged,MERGED-L1S1-E,beta_inc[2],0.827586294238383,0.17479563484616,1.00136770123635,3959.59691926384,2881.06553117032
merged,MERGED-L1S1-E,beta_inc[3],0.618722464921471,0.186522793597707,0.999893507134468,5458.70941019818,2985.61150190006
merged,MERGED-L1S1-E,beta_inc[4],0.250883914992997,0.301473741935854,0.999819655842337,2971.50359985624,3226.93505838016
merged,MERGED-L1S1-E,beta_inc[5],0.113190109772675,0.293672822823379,1.00206080458312,4527.62475409591,2494.30123737948
merged,MERGED-L1S1-E,delta0,9.31363366690578,1.10249886119155,1.00099845451064,1668.49402621613,1836.42284852158
merged,MERGED-L1S1-E,gamma0,0.350618444943087,0.626564289665916,1.00067411734075,1693.60083740666,2585.20543141813
merged,MERGED-L1S1-E,gamma_lat[1],0.0966262252885896,0.383199063007043,1.0008058173783,2859.61655828208,2934.42146330184
merged,MERGED-L1S1-E,gamma_lat[2],0.461126918318713,0.365173410361351,1.00069662894021,3173.84665214958,2850.65545718205
merged,MERGED-L1S1-E,gamma_lat[3],-0.310756460790132,0.516647602216747,0.999896018127292,3599.55891327276,3087.13046654243
merged,MERGED-L1S1-E,gamma_lat[4],1.11925929518649,0.417414388404248,1.0017977062552,3774.14291766983,2533.29340649113
merged,MERGED-L1S1-LL,beta_inc[1],0.431152678205421,0.131877906700673,1.00043100066571,4912.06130921642,2874.24124159201
merged,MERGED-L1S1-LL,beta_inc[2],0.888323623893501,0.173654686092134,1.0010642040977,4363.15206496464,2618.93311171966
merged,MERGED-L1S1-LL,beta_inc[3],0.598604089170786,0.190719879356026,1.00005939154154,4614.65993710115,2929.10188598834
merged,MERGED-L1S1-LL,beta_inc[4],0.405857543945661,0.28045028731083,1.00100169382878,4335.88798409603,2852.7895338871
merged,MERGED-L1S1-LL,beta_inc[5],0.0783164475746505,0.306032442919951,1.00067361802676,4811.63937404163,3042.06060679467
