dataset,model_id,metric,horizon_year,prior_set,mean,q025,q50,q975,prior_degenerate_flag,sd,prior_tail_warning_flag,prior_tail_warning_detail
merged,MERGED-Isite-L0S1-LL,cohort_mean_risk,10,wider_latency,0.00913764041573947,2.19514711860271e-8,7.9956512638005e-5,0.0875138964400705,FALSE,0.0457318509524487,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_susceptible_probability,NA,main,0.0159730352883009,9.7418925805174e-8,1.67949197158879e-4,0.195683919459416,FALSE,0.06399372780000748,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_mean_susceptible_probability,NA,wider_latency,0.0156091253052833,1.89301373133506e-7,1.50405354930831e-4,0.156675592238622,FALSE,0.07709670641018895,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_median_susceptible_time,NA,main,27.8037697769064,0.00506006729472062,0.76407197563481,162.051537876792,FALSE,187.2024135148864,FALSE,NA
merged,MERGED-Isite-L0S1-LL,cohort_median_susceptible_time,NA,wider_latency,386.0011414544,5.94326226398144e-4,1.0535486362003,2380.43643458968,FALSE,3313.863890997651,TRUE,Prior-predictive cohort median susceptible time is very long (mean > 100 years and q975 > 200 years).
merged,MERGED-Isite-L0S1-LN,LNTF,NA,main,0.982280660904498,0.813592321685148,0.999804815922399,0.999999690848669,FALSE,0.07717032333992488,FALSE,NA
merged,MERGED-Isite-L0S1-LN,LNTF,NA,wider_latency,0.984917354172474,0.813564631390017,0.999785571886732,0.999999802901972,FALSE,0.06041119069710667,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_cure_probability,NA,main,0.982280660904498,0.813592321685148,0.999804815922399,0.999999690848669,FALSE,0.07717032333992488,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_cure_probability,NA,wider_latency,0.984917354172474,0.813564631390017,0.999785571886732,0.999999802901972,FALSE,0.06041119069710667,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,1,main,0.00878875591397235,2.5551115506685502e-14,3.56762618212131e-5,0.0782369569547875,FALSE,0.04767924792257377,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,2,main,0.0100577835121687,3.87898166195697e-11,5.80754167881387e-5,0.0805921466928956,FALSE,0.05150983240462421,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,5,main,0.0116024748966733,1.26058337696417e-8,9.34411605904462e-5,0.098015462220732,FALSE,0.05564019133529673,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,10,main,0.0127844900534501,4.39013762264844e-8,1.15320546757013e-4,0.14303458374075,FALSE,0.05853536638113564,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,1,wider_latency,0.00849679228072873,2.73212326384378e-17,3.17912393637549e-5,0.0731786193541242,FALSE,0.04722767957047946,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,2,wider_latency,0.00920455322923994,4.02138034492089e-17,4.37986118959318e-5,0.0774053207518772,FALSE,0.04839410568508097,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,5,wider_latency,0.0101882491627668,3.79326447267322e-14,6.0169030950038e-5,0.10679335303442,FALSE,0.05027249967858689,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_risk,10,wider_latency,0.0107935296526529,7.40773510174834e-11,7.91557717682373e-5,0.11865017151001,FALSE,0.05180280773634817,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_susceptible_probability,NA,main,0.0177193390955017,3.09151331646377e-7,1.95184077601277e-4,0.18640767831485,FALSE,0.0771703233399248,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_mean_susceptible_probability,NA,wider_latency,0.0150826458275255,1.97098028578287e-7,2.1442811326839e-4,0.186435368609982,FALSE,0.06041119069710664,FALSE,NA
merged,MERGED-Isite-L0S1-LN,cohort_median_susceptible_time,NA,main,67.2072053318013,0.00415434259066967,1.09772837707788,448.984120654575,FALSE,446.1741972307574,TRUE,Prior-predictive cohort median susceptible time q975 exceeds 200 years.
merged,MERGED-Isite-L0S1-LN,cohort_median_susceptible_time,NA,wider_latency,5338.07391209322,7.13676912373954e-4,1.23987414135664,3343.97058994896,FALSE,83627.40098076787,TRUE,Prior-predictive cohort median susceptible time is very long (mean > 100 years and q975 > 200 years).
merged,MERGED-Isite-L0S1-W,LNTF,NA,main,0.979632770576329,0.77633656301464,0.999801725466478,0.999999588707587,FALSE,0.10006042981422188,FALSE,NA
merged,MERGED-Isite-L0S1-W,LNTF,NA,wider_latency,0.985255240962793,0.830114424559067,0.999748495270865,0.999999803649868,FALSE,0.05839174321799206,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_cure_probability,NA,main,0.979632770576329,0.77633656301464,0.999801725466478,0.999999588707587,FALSE,0.10006042981422188,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_cure_probability,NA,wider_latency,0.985255240962793,0.830114424559067,0.999748495270865,0.999999803649868,FALSE,0.05839174321799206,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,1,main,0.0147211800971322,1.18071673314094e-8,5.96872515024454e-5,0.130661357909022,FALSE,0.08104916389698107,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,2,main,0.0165601942379724,3.75234133503381e-8,8.66277891133078e-5,0.160058877388342,FALSE,0.0871780165805633,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,5,main,0.0183970389709227,1.15369845036595e-7,1.14440958649863e-4,0.181573092659559,FALSE,0.09404548423720144,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,10,main,0.0189109306327171,1.80337281583521e-7,1.33966456267221e-4,0.199266891071268,FALSE,0.0957695149932522,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,1,wider_latency,0.00731098194089967,7.75999281795921e-15,6.43584516602168e-5,0.0855699118849956,FALSE,0.03472331022937831,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,2,wider_latency,0.0084578060727888,2.52853812951206e-13,7.58601600621352e-5,0.0897932631428124,FALSE,0.04121378765076097,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,5,wider_latency,0.00971640401947811,5.54690369378651e-10,1.0099903201446e-4,0.0957940699636409,FALSE,0.04781050227542004,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_risk,10,wider_latency,0.0105427576178053,5.46769501576874e-9,1.17347506490711e-4,0.102912797153217,FALSE,0.05032024331219465,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_susceptible_probability,NA,main,0.0203672294236712,4.11292411764724e-7,1.9827453352406e-4,0.22366343698536,FALSE,0.10006042981422196,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_mean_susceptible_probability,NA,wider_latency,0.0147447590372067,1.96350131843977e-7,2.51504729133481e-4,0.169885575440934,FALSE,0.05839174321799213,FALSE,NA
merged,MERGED-Isite-L0S1-W,cohort_median_susceptible_time,NA,main,44.177883713786,0.00835685255593096,0.878592151798373,220.554667289597,FALSE,415.6665515959866,TRUE,Prior-predictive cohort median susceptible time q975 exceeds 200 years.
merged,MERGED-Isite-L0S1-W,cohort_median_susceptible_time,NA,wider_latency,1160.25182135868,3.33587099770892e-4,0.787736105523325,2223.48302579841,FALSE,13695.600304732285,TRUE,Prior-predictive cohort median susceptible time is very long (mean > 100 years and q975 > 200 years).
merged,MERGED-Isite-L1S0-E,LNTF,NA,main,0.979626025997797,0.78400200009032,0.999827183535436,0.999999799407278,FALSE,0.08824163910822398,FALSE,NA
merged,MERGED-Isite-L1S0-E,LNTF,NA,wider_latency,0.979647553504148,0.8418946547334,0.999793631086107,0.999999719520466,FALSE,0.09781136176469464,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_cure_probability,NA,main,0.979626025997797,0.78400200009032,0.999827183535436,0.999999799407278,FALSE,0.08824163910822398,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_cure_probability,NA,wider_latency,0.979647553504148,0.8418946547334,0.999793631086107,0.999999719520466,FALSE,0.09781136176469464,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,1,main,0.0118124801947171,3.99845371941612e-8,4.79948457640861e-5,0.123121742302115,FALSE,0.06151508853268223,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,2,main,0.0135083844003781,6.70713370633246e-8,6.60050242724227e-5,0.15675915593439,FALSE,0.06636853445158783,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,5,main,0.015647936425623,1.03495868147671e-7,9.18640580671309e-5,0.171343006645785,FALSE,0.07352326164673689,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,10,main,0.0169993895073624,1.47996650246632e-7,1.1825236731682e-4,0.197567164937174,FALSE,0.07795914339309026,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,1,wider_latency,0.00756329540868429,1.3416531012831e-8,4.06048408863301e-5,0.0541805944050992,FALSE,0.04122200300401031,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,2,wider_latency,0.00870294876009846,2.43840588350372e-8,5.75221508580341e-5,0.0707517861443788,FALSE,0.0443292824490044,FALSE,NA
merged,MERGED-Isite-L1S0-E,cohort_mean_risk,5,wider_latency,0.0103626444565564,4.70305510961607e-8,8.27959587318463e-5,0.090484882484051593,FALSE,0.04896104428129463,FALSE,NA
