dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,46,13,77,123,139,262,0,123,0,46,77,0,0,0.2345097256377921,0.1756514908457093,0.4608826704392035,NA,NA,-0.010865581772373166,0.01090164058515961,1,1,1,0.29389312977099236,1,29.389312977099237,0,0.37398373983739835,1,0.17557251908396945,0.37398373983739835,0.04961832061068702,0.16010445962233827,0.3410355156183141,0.9118993135011442,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,46,13,64,110,152,262,0,110,0,46,64,0,0,0.24537530741016528,0.17462227231775362,0.5298504799664898,0,0.7546246925898347,0,0,1,1,1,0.24427480916030533,1,24.427480916030532,0,0.41818181818181815,1,0.17557251908396945,0.41818181818181815,0.04961832061068702,0.1484308736217133,0.3535353535353535,0.8454106280193237,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,46,13,77,123,139,262,0,123,0,46,77,0,0,0.2345097256377921,0.1756514908457093,0.4608826704392035,NA,NA,-0.010865581772373166,0.01090164058515961,1,1,1,0.29389312977099236,1,29.389312977099237,0,0.37398373983739835,1,0.17557251908396945,0.37398373983739835,0.04961832061068702,0.1429177268871925,0.3044263775971093,0.8140096618357487,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,46,13,64,110,152,262,0,110,0,46,64,0,0,0.24537530741016528,0.17462227231775362,0.5298504799664898,0,0.7546246925898347,0,0,1,1,1,0.24427480916030533,1,24.427480916030532,0,0.41818181818181815,1,0.17557251908396945,0.41818181818181815,0.04961832061068702,0.13246519982038615,0.3155080213903743,0.7544757033248082,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,46,13,77,123,139,262,0,123,0,46,77,0,0,0.2345097256377921,0.1756514908457093,0.4608826704392035,NA,NA,-0.010865581772373166,0.01090164058515961,1,1,1,0.29389312977099236,1,29.389312977099237,0,0.37398373983739835,1,0.17557251908396945,0.37398373983739835,0.04961832061068702,0.1237090255949708,0.2635102821616451,0.7046035805626598,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,46,13,64,110,152,226,36,93,17,40,53,11,6,0.24537530741016528,0.17462227231775362,0.5298504799664898,0,0.7546246925898347,0,0,0.8625954198473282,0.8454545454545455,0.828125,0.20229007633587787,0.828125,20.229007633587788,0.171875,0.43010752688172044,0.8695652173913043,0.17557251908396945,0.41818181818181815,0.04961832061068702,0.10209923664122138,0.2431818181818182,0.5815217391304348,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_5,5,1826.25,secondary,FALSE,Common comparison horizon retained for cross-model comparability.,secondary,TRUE,FALSE,supported,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,46,13,77,123,139,217,45,102,21,39,63,14,7,0.2345097256377921,0.1756514908457093,0.4608826704392035,NA,NA,-0.010865581772373166,0.01090164058515961,0.8282442748091603,0.8292682926829268,0.8181818181818182,0.24045801526717558,0.8181818181818182,24.045801526717558,0.18181818181818182,0.38235294117647056,0.8478260869565217,0.17557251908396945,0.37398373983739835,0.04961832061068702,0.08874045801526717,0.18902439024390244,0.5054347826086957,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,48,13,30,78,184,262,0,78,0,48,30,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.11450381679389313,1,11.450381679389313,0,0.6153846153846154,1,0.183206106870229,0.6153846153846154,0.04961832061068702,0.17717959019686622,0.5951417004048584,0.9671052631578948,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,48,13,43,91,171,262,0,91,0,48,43,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.16412213740458015,1,16.412213740458014,0,0.5274725274725275,1,0.183206106870229,0.5274725274725275,0.04961832061068702,0.174568099638409,0.5026026604973973,0.9528508771929824,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,48,13,30,78,184,262,0,78,0,48,30,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.11450381679389313,1,11.450381679389313,0,0.6153846153846154,1,0.183206106870229,0.6153846153846154,0.04961832061068702,0.17048346055979643,0.5726495726495727,0.9305555555555556,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,48,13,43,91,171,262,0,91,0,48,43,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.16412213740458015,1,16.412213740458014,0,0.5274725274725275,1,0.183206106870229,0.5274725274725275,0.04961832061068702,0.16497031382527566,0.474969474969475,0.900462962962963,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,30,78,184,262,0,78,0,48,30,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.11450381679389313,1,11.450381679389313,0,0.6153846153846154,1,0.183206106870229,0.6153846153846154,0.04961832061068702,0.16299955096542434,0.5475113122171946,0.8897058823529412,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,43,91,171,262,0,91,0,48,43,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.16412213740458015,1,16.412213740458014,0,0.5274725274725275,1,0.183206106870229,0.5274725274725275,0.04961832061068702,0.15424337674000899,0.4440853264382676,0.8419117647058824,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,30,78,184,262,0,78,0,48,30,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.11450381679389313,1,11.450381679389313,0,0.6153846153846154,1,0.183206106870229,0.6153846153846154,0.04961832061068702,0.15458015267175573,0.5192307692307693,0.84375,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_6,6,2191.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,43,91,171,262,0,91,0,48,43,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.16412213740458015,1,16.412213740458014,0,0.5274725274725275,1,0.183206106870229,0.5274725274725275,0.04961832061068702,0.14217557251908397,0.40934065934065933,0.7760416666666666,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.17878666130976295,0.6691729323308271,0.9758771929824561,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.17617517075130573,0.5561192136968928,0.9616228070175438,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.17387616624257846,0.6507936507936508,0.9490740740740741,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.16836301950805768,0.5314591700133868,0.9189814814814815,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.16838796587337224,0.6302521008403361,0.9191176470588235,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.15963179164795688,0.5038979447200567,0.8713235294117646,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,22,70,192,262,0,70,0,48,22,0,0,0.28065994550249573,0.20141947633082813,0.587078725130547,0,0.7193400544975043,0,0,1,1,1,0.08396946564885496,1,8.396946564885496,0,0.6857142857142857,1,0.183206106870229,0.6857142857142857,0.04961832061068702,0.16221374045801526,0.6071428571428572,0.8854166666666666,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_7,7,2556.75,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,262,48,13,35,83,179,262,0,83,0,48,35,0,0,0.2667175851242502,0.20105227393662395,0.5122377928933629,NA,NA,-0.013942360378245531,0.013942360378245531,1,1,1,0.13358778625954199,1,13.358778625954198,0,0.5783132530120482,1,0.183206106870229,0.5783132530120482,0.04961832061068702,0.14980916030534353,0.47289156626506024,0.8177083333333334,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.35661924825965946,0.26082749405776295,0.6953217724520941,0,0.6433807517403406,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18762555243069506,0.74481658692185,0.9831578947368421,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.3360006801826568,0.2569224822701167,0.6131818760109877,NA,NA,-0.020618568077002672,0.020618568077002672,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.18501406187223784,0.6135909393737509,0.9694736842105263,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.35661924825965946,0.26082749405776295,0.6953217724520941,0,0.6433807517403406,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18405428329092452,0.7306397306397306,0.9644444444444444,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,FineGray,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,262,50,13,29,79,183,262,0,79,0,50,29,0,0,0.3360006801826568,0.2569224822701167,0.6131818760109877,NA,NA,-0.020618568077002672,0.020618568077002672,1,1,1,0.11068702290076336,1,11.068702290076336,0,0.6329113924050633,1,0.19083969465648856,0.6329113924050633,0.04961832061068702,0.17854113655640375,0.5921237693389593,0.9355555555555556,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
merged,subdistribution_formula,subdistribution,merged__base,individualized,Stage9_subdistribution,CoxPH,merged__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,merged__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,262,50,13,16,66,196,262,0,66,0,50,16,0,0,0.35661924825965946,0.26082749405776295,0.6953217724520941,0,0.6433807517403406,0,0,1,1,1,0.061068702290076333,1,6.106870229007633,0,0.7575757575757576,1,0.19083969465648856,0.7575757575757576,0.04961832061068702,0.18006286484059275,0.714795008912656,0.943529411764706,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
