dataset,comparison_scope,comparison_family,comparison_id,prediction_level,model_class,model_family,formula_id,formula_name,formula_label,site_branch,interaction_branch,benchmark_core_id,benchmark_label,assignment_variable,variant_id,variant_label,sensitivity_method,analysis_variant,evaluation_mode,risk_estimator,horizon_id,horizon_year,horizon_days,interpretation_tier,primary_supported_flag,interpretation_note,horizon_support_label,supported_for_reporting,projection_flag,reporting_status,remission_component_available,eventfree_component_available,component_mode,component_note,threshold_id,threshold,threshold_label,positive_rule,n_subjects,n_event_by_horizon,n_remission_by_horizon,n_known_nonevent_by_horizon,n_evaluable_by_horizon,n_unknown_due_to_early_followup_loss,n_predicted_positive,n_predicted_negative,n_predicted_positive_evaluable,n_predicted_negative_evaluable,tp_count,fp_count,tn_count,fn_count,mean_predicted_transition_risk,min_predicted_transition_risk,max_predicted_transition_risk,mean_predicted_remission_risk,mean_predicted_eventfree_prob,mean_risk_difference_from_main_signed,mean_risk_difference_from_main_absolute,positive_classification_rate,positive_classification_rate_evaluable,false_positive_rate,false_positive_burden,false_positive_burden_known_nonevent,false_positive_per_100,specificity,ppv,tpr,event_prevalence_all,event_prevalence_evaluable,remission_prevalence_all,net_benefit,net_benefit_evaluable,standardized_net_benefit,evaluation_rule
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.17414529914529914,0.6707818930041153,0.9532163742690059,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.1691176470588235,0.6514161220043573,0.9256965944272445,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.1691176470588235,0.6514161220043573,0.9256965944272445,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.16346153846153844,0.6296296296296297,0.894736842105263,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_8,8,2922,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,38,0,16,54,154,208,0,54,0,38,16,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.07692307692307693,1,7.6923076923076925,0,0.7037037037037037,1,0.18269230769230768,0.7037037037037037,0,0.16346153846153844,0.6296296296296297,0.894736842105263,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.1819331983805668,0.9229781771501926,0.9958448753462604,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.1819331983805668,0.9229781771501926,0.9958448753462604,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.18108974358974358,0.9186991869918699,0.9912280701754387,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.18108974358974358,0.9186991869918699,0.9912280701754387,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.1801470588235294,0.9139167862266858,0.9860681114551084,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_3,0.15,15%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.1801470588235294,0.9139167862266858,0.9860681114551084,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.17908653846153846,0.9085365853658537,0.980263157894737,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_9,9,3287.25,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_4,0.2,20%,Classify as high risk when predicted risk >= threshold,208,38,0,3,41,167,208,0,41,0,38,3,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.014423076923076924,1,1.4423076923076923,0,0.926829268292683,1,0.18269230769230768,0.926829268292683,0,0.17908653846153846,0.9085365853658537,0.980263157894737,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,1,39,169,208,0,39,0,38,1,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.004807692307692308,1,0.4807692307692308,0,0.9743589743589743,1,0.18269230769230768,0.9743589743589743,0,0.1824392712550607,0.9730094466936572,0.9986149584487534,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,FineGray,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__fine_gray,Fine-Gray sensitivity: Base,fine_gray,remission_sensitive,remission_sensitive,FineGray,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,FALSE,transition_only_subdistribution_model,transition_only_subdistribution_model,threshold_1,0.05,5%,Classify as high risk when predicted risk >= threshold,208,38,0,1,39,169,208,0,39,0,38,1,0,0,0.32551316713539324,0.29076293952663823,0.39768444813057824,NA,NA,7.799967109700656e-8,8.712359207781504e-7,1,1,1,0.004807692307692308,1,0.4807692307692308,0,0.9743589743589743,1,0.18269230769230768,0.9743589743589743,0,0.1824392712550607,0.9730094466936572,0.9986149584487534,event by horizon OR remission by horizon OR observed transition-free through horizon; early right censoring before horizon remains unknown
SNU,subdistribution_formula,subdistribution,SNU__base,individualized,Stage9_subdistribution,CoxPH,SNU__base,base,Base,site_free,no_age_sex_interaction,NA,NA,individualized_prediction,SNU__base__cox_main_mirror,Main censoring mirror: Base,fine_gray,main_censoring_mirror,main_censoring,CoxPH_main_mirror,year_10,10,3652.5,projection,FALSE,Projection zone; later stages must report late-horizon instability explicitly.,projection,FALSE,TRUE,projection_only,FALSE,TRUE,transition_plus_eventfree_main_mirror,transition_plus_eventfree_main_mirror,threshold_2,0.1,10%,Classify as high risk when predicted risk >= threshold,208,38,0,1,39,169,208,0,39,0,38,1,0,0,0.32551308913572213,0.2907643855430949,0.3976800478256698,0,0.6744869108642779,0,0,1,1,1,0.004807692307692308,1,0.4807692307692308,0,0.9743589743589743,1,0.18269230769230768,0.9743589743589743,0,0.18215811965811965,0.9715099715099715,0.9970760233918129,event by horizon OR observed event-free through horizon; remission before horizon remains censored/unknown
